"","firm_id","est","se","ttest_p","ttest_p_greater","ttest_p_less","t_stat","post_mean_u","post_mean_beta","lower_ci_u","upper_ci_u","lower_ci_beta","upper_ci_beta","lower_ci_beta95","upper_ci_beta95","normal_mean_beta","sic_combined","sic_name"
"34",82,0.03,0.0193857280392794,0.124283902350253,0.0621419511751264,0.937858048824874,1.54753022116136,1.18774522356575,0.0230253058839986,0.453603208395673,2.04388269194756,0.0087934284357031,0.0396221540102857,0.00626919721416009,0.0451258056900434,0.0234621159683142,53,"General merchandise"
"35",14,-0.002,0.00530975972969557,0.707066435014593,0.646466782492703,0.353533217507297,-0.376664877850257,0.817857637455233,0.00434262754798376,0.171835568356949,1.49315503187187,0.00091240558099108,0.00792829445842559,0.000510040386889423,0.00871602350039926,-0.000485109947935679,52,"Building materials"
"36",69,0.00531914893617021,0.00531914893617021,0.32254204987899,0.161271024939495,0.838728975060505,1,1.0648806889041,0.00566425898353243,0.358613360049285,1.82722045358445,0.00190751787260258,0.0097192577318322,0.00126032430868385,0.010837653627376,0.00627158414522703,87,"Engineering services"
"37",83,0.0233333333333333,0.0186122478655674,0.212325984068692,0.106162992034346,0.893837007965654,1.25365477087267,1.11887519956954,0.0208247825450245,0.401305426721819,1.91580649192996,0.0074691960719438,0.0356574652902636,0.00512513985787633,0.0400873342371877,0.0204283266987885,57,"Furnishing stores"
"38",25,0.0033068783068783,0.0176783128641792,0.85191805745955,0.425959028729775,0.574040971270225,0.187058478503279,0.912225176864918,0.0161266020791992,0.236940970032563,1.61055821522134,0.00418871659857777,0.028471952014657,0.002490588247803,0.0313776383037605,0.0101899824338898,52,"Building materials"
"39",41,0.034,0.0158988739710832,0.0344361138407228,0.0172180569203614,0.982781943079639,2.13851622837183,1.36239765161743,0.0216605885615653,0.567804486744702,2.46653415200565,0.00902745197496959,0.0392151156281104,0.00685543345467616,0.0460196423987172,0.0269693099011599,58,"Eating/drinking"
"40",90,0.0127688172043011,0.0118822403416445,0.284651291044239,0.142325645522119,0.857674354477881,1.07461361133635,1.0803396905702,0.0128368558539731,0.370353678384232,1.85176839192116,0.00440063141797356,0.0220031570898678,0.00294220890193045,0.0245902718139791,0.0141977038579673,62,"Securities brokers"
"41",47,0.0604838709677419,0.0219136731436737,0.00666280066100129,0.00333140033050065,0.996668599669499,2.76009734065068,1.66415758244063,0.0364678053211702,0.703351798429997,3.38868279213238,0.01541302141581,0.0742584870943806,0.0123725164324181,0.0852510820343362,0.0352773159410458,59,"Other retail"
"42",106,0.00750000000000001,0.0135097233969696,0.58004040504677,0.290020202523385,0.709979797476615,0.555155703756479,0.978347508908371,0.0132172042314663,0.288171450039604,1.69914425356685,0.00389311658093869,0.0229549688772385,0.00242238365036185,0.0253917714779001,0.0110522690629916,24,"Other manufacturing"
"43",11,0.0175,0.0129368122468833,0.179223697841339,0.0896118489206696,0.91038815107933,1.35272891544175,1.14121432950984,0.0147636755143217,0.418382253390833,1.95529665360206,0.00541253265954517,0.0252953056946091,0.00375563490662318,0.0285538712753557,0.0175348678595235,59,"Other retail"
"44",55,0,0.0149327408139332,1,0.5,0.5,0,0.880075447987885,0.0131419385615092,0.21346033336267,1.57000075188244,0.00318754783216052,0.0234444143055406,0.0018487777426531,0.0258031997013394,0.00701439450970425,59,"Other retail"
"45",13,0.0174731182795699,0.0161740455017086,0.282114160741811,0.141057080370905,0.858942919629095,1.08031835805854,1.08153515027452,0.0174927987322373,0.371420980051045,1.85390299525479,0.0060073798316348,0.0299851114010047,0.00402218247347962,0.0335066788885148,0.0175307890275897,75,"Auto / repair services"
"46",8,0.0386178861788618,0.0158167927955162,0.0160579912064909,0.00802899560324544,0.991971004396755,2.44157501954564,1.48660183443548,0.0235132731847003,0.630775285086689,2.84435894205757,0.00997684198474881,0.0449886360225983,0.00781603695251895,0.0528553168430601,0.0296601410982715,51,"Wholesale nondurable"
"47",95,0.04,0.0212369983992583,0.0625668690744342,0.0312834345372171,0.968716565462783,1.88350534515259,1.27907790369476,0.0271637753932924,0.516574006737661,2.24560270697529,0.0109704813541862,0.0476898610934043,0.00813719588048105,0.0553057324467236,0.0271771417118791,54,"Food stores"
"48",72,0.015,0.00993666814064825,0.134340717513377,0.0671703587566885,0.932829641243311,1.50956032622636,1.17837073614383,0.0117090789517126,0.447199398394793,2.02467126194492,0.0044436720145466,0.0201184864238542,0.00314981047331824,0.0228758962658163,0.0155907324919239,75,"Auto / repair services"
"49",21,-0.0163934426229508,0.0119050263104847,0.171048750658432,0.914475624670784,0.0855243753292161,-1.37701859663369,0.667278768148528,0.00794397129123604,0.0960571500132014,1.31171374851361,0.00114356289821734,0.015615986687879,0.000597193957957943,0.0172169747453832,-0.0063212264836012,42,"Freight / transport"
"50",29,0.006,0.0128464881607588,0.641281089788671,0.320640544894336,0.679359455105665,0.467053713428682,0.962138226272624,0.0123600973328247,0.275363830037844,1.67779822023058,0.00353745818248236,0.0215538149723344,0.00218006143804146,0.0238024318015092,0.00981737230394872,56,"Apparel stores"
"51",1,0.046875,0.0159497100184272,0.00391335459777974,0.00195667729888987,0.99804332270111,2.93892490495714,1.79490735209718,0.0286282517758929,0.748178468436158,3.72915202384584,0.0119332296135877,0.059478893394972,0.00972021984216628,0.0669520571615411,0.0342773084115078,59,"Other retail"
"52",62,-0.00490196078431374,0.0231006277845173,0.832378405681416,0.583810797159292,0.416189202840708,-0.212200327629156,0.844630588465123,0.0195114968395506,0.189979696692776,1.52517408187628,0.00438865025991531,0.0352324787720167,0.00249018919242385,0.0387581921830723,0.00889835269634544,57,"Furnishing stores"
"53",16,0.0507246376811594,0.014324924514358,0.000578386516173433,0.000289193258086717,0.999710806741913,3.54100558298353,2.47144466453261,0.0354032582608426,0.941360070129374,4.7014638423128,0.013484911945434,0.0673481146481145,0.0113597387476842,0.0710939235218461,0.0381825819115728,55,"Auto dealers / services"
"54",51,0.018,0.0110628701869901,0.106261985361325,0.0531309926806627,0.946869007319337,1.62706419724313,1.20792652659356,0.0133631343591263,0.46854543173106,2.08444015528647,0.00518345728794793,0.0230598908504836,0.00371933723394897,0.0263777758115619,0.0178946946206087,73,"Business services"
"55",12,0.03,0.0157090481426593,0.0584782658487191,0.0292391329243595,0.97076086707564,1.90972742126446,1.28698151576895,0.020217254589927,0.521910515071728,2.26481413697793,0.00819871740742187,0.0355780743119616,0.00608616445581624,0.0413289129024436,0.0247574410336947,53,"General merchandise"
"56",10,-0.00648148148148146,0.0249575787187054,0.795695052656337,0.602152473671831,0.397847526328169,-0.259699931412964,0.836837185357651,0.0208854299283035,0.184643188358709,1.51556836687496,0.00460824690833524,0.0378249168198615,0.00258381474051167,0.0416074085018477,0.00915390136675771,51,"Wholesale nondurable"
"57",76,0.00510204081632653,0.00510204081632653,0.322325218521117,0.161162609260558,0.838837390739442,0.999999999999999,1.0648806889041,0.00543306473930662,0.358613360049285,1.82722045358445,0.00182966000025146,0.00932255333461456,0.00120888250016614,0.0103953004180953,0.00599936058705664,60,"Banks / credit"
"58",56,0.0166666666666667,0.0158396987770497,0.294750014693747,0.147375007346873,0.852624992653127,1.0522085616183,1.07566355030512,0.017038186622285,0.367151773383792,1.84429728025347,0.00581557349585889,0.029213113374547,0.00387141375160374,0.0326280722296734,0.0170673449476238,24,"Other manufacturing"
"59",18,0,0.0110875920329396,1,0.5,0.5,0,0.880075447987885,0.00975791752549625,0.21346033336267,1.57000075188244,0.00236676109154057,0.0174075278282809,0.00137272143309353,0.019158931036021,0.00470892913199699,54,"Food stores"
"60",45,0.0423387096774193,0.0209829614013569,0.0457916131807474,0.0228958065903737,0.977104193409626,2.01776617073134,1.32104643419275,0.0277194663380667,0.543256548407995,2.35233287365662,0.0113991311862793,0.0493589098910798,0.00855494717712908,0.0576451152720687,0.0283226961443242,53,"General merchandise"
